Date,Open,High,Low,Close,Volume
2023-04-07,90.7008896781801,90.99433086024933,90.66165595281647,90.57014910089401,1920
2023-04-10,92.37281799546855,91.6564930092508,91.17762989890007,90.93154470640243,4430
2023-04-11,91.03371912168896,91.16766010813281,89.39619104046025,92.4695812728684,1339
2023-04-12,93.5969189859134,91.9185641715599,91.0910676396781,92.43375523375845,1388
2023-04-13,94.00863195059205,96.36527315701699,92.62695802357666,93.99839888957246,3624
2023-04-14,90.39714513443477,94.023621498984,88.97114209076489,91.37865378548271,4760
2023-04-17,92.6626597641212,92.95152025030156,90.42273960226706,92.20055628985793,3050
2023-04-18,92.48666305366957,93.86416032115187,90.17702751263027,92.2876033580961,4500
2023-04-19,91.38837913047144,93.29984616217376,92.74086645105386,91.98859600763024,2165
2023-04-20,92.15015886915576,96.15923759262098,92.0160351773132,92.08035678416574,1375
2023-04-21,89.70747427270308,92.21236278099943,90.364342964559,90.09278786956484,4741
2023-04-24,89.98663332697859,90.74519839024657,89.59478804577057,89.87311598172734,3033
2023-04-25,90.89235922776014,90.27468811263866,88.10117678202185,90.23022855323909,3371
2023-04-26,93.29413941412595,91.10167627772303,90.18360233170083,91.7081225979806,1145
2023-04-27,89.9520368808801,92.39331601557417,90.67922694093487,91.18985237970695,2981
2023-04-28,92.51439215147003,90.62500803152946,88.15923096792183,90.38135877681377,1292
2023-05-01,87.92751393370672,89.45734802363155,89.59260016340161,89.87960173322922,4736
2023-05-02,90.64321875589572,91.14843096668876,89.55467845277316,90.7950038509313,1431
2023-05-03,91.71207216707556,91.04220695697659,89.74893415304139,91.12375496059099,1704
2023-05-04,90.87498662455899,93.28113639189651,90.30495472502744,90.59399475682395,3996
2023-05-05,90.4845626701167,92.98890194688676,90.55152550142334,91.1072621899373,2998
2023-05-08,90.99621748892807,92.19636709796873,89.84337357346627,91.20433973928534,3632
2023-05-09,91.6799837951594,94.65292886870826,92.33231453318248,92.17298472981824,1398
2023-05-10,90.88156687899667,92.54829994358849,89.38986830834098,91.47093163594087,3864
2023-05-11,91.99287158636413,91.28198528801485,90.75920509628737,91.14326948934311,4960
2023-05-12,91.108176822176,93.27428541348061,90.34426259417934,90.75116133621096,4415
2023-05-15,88.59473679281817,90.82655643176348,87.97809994876484,89.28764638807883,1963
2023-05-16,90.48336654057667,89.54652051081696,88.90989968738553,89.58376666514341,4211
2023-05-17,90.15212145819991,90.6544832592397,87.593708360938,89.8448219373233,3234
2023-05-18,90.66279751280473,89.97431714058101,89.77396241317267,89.84993539396577,3041
2023-05-19,90.24497710251423,89.23254852962627,88.43044612414762,89.61534826059061,2828
2023-05-22,87.37098250761812,90.12615506607183,86.67725449802116,88.1999775185402,3108
2023-05-23,87.21915115557788,90.68874883624497,87.82834142161173,87.77933219577484,1938
2023-05-24,88.18391128437133,87.03805010542894,85.73227398870532,87.43661767924807,4451
2023-05-25,87.24471067545991,88.19730964671703,84.2258791136629,86.63434041002645,1709
2023-05-26,86.45215310439629,86.82241212923861,83.91642552483654,86.47305469836044,1806
2023-05-29,86.99443293848375,87.38998017141029,86.48311550652062,86.87710555517498,2463
2023-05-30,90.04095635217392,89.17089753214664,86.48286210388922,88.7632914563855,4390
2023-05-31,88.34629788038151,89.07387849953753,89.69266345120171,88.93786926921734,2325
2023-06-01,89.74251704111015,90.24394128788494,86.1134902520564,89.19541965994011,4415
2023-06-02,88.91878109174004,89.2900236277629,89.81743011246398,89.12097374417394,1010
2023-06-05,86.98452132564769,88.47265935465475,86.41321999607753,87.2022025288749,2085
2023-06-06,88.27446550541288,88.12545054397654,86.0789755415553,87.17568865342568,2868
2023-06-07,88.06133521235475,87.99697081650031,85.69099977655777,87.23591886336672,3273
2023-06-08,90.51267061185263,89.7915973138104,89.09829709020407,89.699160975852,4224
2023-06-09,90.81227881822521,89.93002868050255,88.46916530864603,89.50680001107088,4782
2023-06-12,89.82935119503725,91.56373857923025,89.91164923542101,89.80834735340449,3611
2023-06-13,90.45558855499421,91.27455277132363,88.88786323236128,89.77363558369925,1771
2023-06-14,88.29469078948627,88.62740230128117,87.75525930754159,88.60495754607972,2594
2023-06-15,90.07194671308318,90.84711266602396,88.38416814838088,89.74778036059473,2607
2023-06-16,90.36957033891383,92.2511005166533,89.44276776956045,90.49971339328151,4731
2023-06-19,91.38774130531726,90.62134005920318,90.59854710921661,91.29074534032455,4932
2023-06-20,90.97651491096673,91.92471807790974,87.67118949287318,90.38135788552981,4646
2023-06-21,90.96593151323243,92.12152843752007,89.4359667743602,91.78415219646591,2333
2023-06-22,92.47468840935909,91.9528998022668,90.12556522769636,90.38230113367364,1884
2023-06-23,89.96314084597421,91.2058990709314,90.14002366560186,90.96915822747391,4314
2023-06-26,91.94542524049615,92.35473175261937,91.9756305169312,93.15961385328389,4564
2023-06-27,93.32718840165326,91.54153509027003,91.18751146121859,92.1690775281532,2389
2023-06-28,92.39444249251335,92.65086474521179,90.95036150391209,91.60277979855042,4401
2023-06-29,92.32655098069023,92.96215366535955,90.16267148332871,91.70243116363807,4178
2023-06-30,91.82730101878614,91.29463888441745,89.42065078411956,91.19895550952187,1225
2023-07-03,89.63604530560883,91.2868845372331,88.84413733355342,89.64829207845574,1824
2023-07-04,88.81960068177592,89.05533499099279,87.73848227564672,89.71685505326175,3265
2023-07-05,88.73035589772938,89.58847154088834,88.06280409525013,88.65455133953566,1936
2023-07-06,88.45098205865872,88.91712757040838,86.42556016593299,89.12814377017084,3800
2023-07-07,89.18383926935479,88.55688342813488,88.23787517326268,88.20871953593704,3553
2023-07-10,89.61159655945244,90.80605261227099,89.23125142336761,89.75865394095457,3306
2023-07-11,88.14990345182582,89.11498728333439,88.2314303829322,88.97540064861833,2911
2023-07-12,88.33195329075966,89.26878358818283,88.63603011635817,88.65333913241265,4845
2023-07-13,89.87978780405795,91.47314915899678,90.13233079424491,89.46685634978233,4588
2023-07-14,87.67226748054439,88.65910016382522,88.2503620983665,88.23599203334837,2796
2023-07-17,87.64123157238608,90.29914408001765,85.62257773662087,88.46345196795251,1053
2023-07-18,90.01428193372685,89.64088786757732,87.49101775549923,89.77059472223493,4118
2023-07-19,88.40807805878242,89.69291566558898,86.53829290997803,88.1631114876737,1726
2023-07-20,87.84080217083488,90.78931396686392,87.37383639641685,88.34774534620601,3736
2023-07-21,88.13658983483612,87.13598364032715,88.12528716092356,88.60762814045444,2544
2023-07-24,89.62150094958938,89.59255575676127,87.66370719907827,89.38945101223175,4170
2023-07-25,86.70441595985633,89.7295724285342,87.33926706583074,88.15250030135365,2043
2023-07-26,85.42457991389283,87.62899830222639,85.07666075591605,86.83204368826938,2913
2023-07-27,86.63554103263384,88.72513112725758,85.74246745089432,87.35398525388628,2776
2023-07-28,87.43752277540761,88.04698474040364,85.24430883027124,87.65096992711946,2596
2023-07-31,88.21237034306334,88.98805256493824,85.97822953135443,87.90146277746534,2914
2023-08-01,89.72326720391187,89.09223375157025,85.896226381346,88.24791098696232,4561
2023-08-02,88.42554588858586,89.73566832704364,85.5920130124065,87.56788626538383,3466
2023-08-03,87.6402014325814,89.05456080584605,87.85378175915267,87.80013996254483,3737
2023-08-04,88.07419622794082,89.43081509791871,86.14381354701158,88.09321243584351,1849
2023-08-07,86.37633165317934,87.96698405169468,89.01124308265453,87.37886101781714,3109
2023-08-08,89.2261223929695,89.7570293048894,88.73795342984278,89.2446355289619,4216
2023-08-09,89.42980981095354,90.28591026205406,88.90330457356856,89.71846844987368,3263
2023-08-10,88.84988351300913,89.92161709504934,86.66880717248984,88.52716495267104,1002
2023-08-11,88.35648761775255,89.7627340804846,88.88402844071386,89.18371856130487,1159
2023-08-14,88.72838340531872,89.49881174797396,86.63339906483976,88.20903689107755,4810
2023-08-15,90.52886040782258,92.07152229346543,88.11813130946537,88.99612149482,1780
2023-08-16,90.04595692537055,92.02584177725909,91.7148016120962,90.1547170738274,4191
2023-08-17,89.73574647757464,90.00801122330786,88.23797485575105,89.3340347554757,1892
2023-08-18,90.98755487643112,92.49862480688395,90.44668421100569,90.29741088472001,3030
2023-08-21,90.30897133977068,91.30211643863497,89.00701538653063,90.71019181165651,4160
2023-08-22,91.75634445346142,90.49412743647315,90.49726348115405,91.53225197165101,3376
2023-08-23,93.44163735508674,93.42095864338754,94.19984558994045,93.42904495430494,1579
2023-08-24,93.28133293685092,92.31286491727623,91.55668978051432,93.18365683830208,2933
2023-08-25,91.65691089008912,93.07840718990329,93.24236923194152,92.4299206739446,2380
2023-08-28,91.56491641857801,92.55882462350861,91.24815817977453,91.54040624431906,4681
2023-08-29,91.22259425059907,93.4010332716289,89.16212918345936,90.72459595935362,2290
2023-08-30,92.09863785773457,91.97442162370369,90.27990198899505,90.64749424993953,2640
2023-08-31,91.94791705084137,91.7695456959473,90.9612006743829,90.98864622475617,1951
2023-09-01,93.41851948159776,93.09474260526969,90.88714698630339,91.2653370240862,4394
2023-09-04,91.32517271023416,90.88138496411432,89.52229555323174,92.0925202731222,3682
2023-09-05,92.97784280172078,93.34113672310868,90.37838498917525,92.10552216500011,1987
2023-09-06,93.74239824789579,95.3299214360444,92.31153760660594,93.55905624215744,4612
2023-09-07,95.48420234213715,92.81581316313964,92.21996597981943,93.29439940891947,4720
2023-09-08,95.20627029015395,98.15832261871603,95.63524067305978,96.0145685755091,2218
2023-09-11,95.80051408109333,97.97873233076852,95.81793692420736,96.6402359232741,1920
2023-09-12,95.1836857214138,96.36779045295702,93.44773400814772,95.78307836685782,3785
2023-09-13,92.5882901444869,96.344967734903,94.09238371980267,94.71218586879671,2355
2023-09-14,94.66890326235912,98.46535114184428,94.80524402932372,95.19465828403989,1169
2023-09-15,94.21206283716035,96.15306175377253,94.53098594664507,94.97119549871404,1520
2023-09-18,95.83558977928233,96.93341657910646,95.76597671836075,95.68519599280613,2486
2023-09-19,96.50018959315683,96.69907271783943,95.99235577192857,96.15843361737967,1039
2023-09-20,97.9617755439387,96.23576033525802,95.54478478395124,96.08560470472281,2560
2023-09-21,96.18923482484045,97.06914680319865,94.16864527519576,95.2388109866544,4332
2023-09-22,93.14706010630613,93.86787993605967,91.06300282845254,93.72396376196853,2418
2023-09-25,92.37903413855315,94.3490150471209,92.7070670290341,93.27744880990151,1954
2023-09-26,94.62576677573149,94.65619015745986,93.3415352913881,94.13384760422498,4297
2023-09-27,93.02770814133456,95.82692117410159,93.61952018555057,94.34794134835519,1983
2023-09-28,94.93366133549755,94.43586467493014,90.82545399382289,93.1022025696432,4195
2023-09-29,94.45482361621566,95.31292343975228,91.19432695508613,93.27538349549438,1974
2023-10-02,93.19152522311852,94.15068447636848,93.71385372855613,93.66070087522323,1037
2023-10-03,91.06370890993121,93.50696850372871,91.73728828516543,92.77684343902209,3375
2023-10-04,94.28444091913303,92.9518048291853,92.61206924234024,92.93056854496761,2274
2023-10-05,92.87423741816099,93.5444840033375,92.01709563954407,92.98877726341361,4972
2023-10-06,93.08362327755646,93.22310745862785,90.87556310507874,91.845806965583,2199
